geneID	gff_annotation	gff_annotation.1
100690044	LOC100690044	rho guanine nucleotide exchange factor 28%2C transcript variant X8
100690045	LOC100690045	tripartite motif-containing protein 16
100690046	dnajc21	DnaJ heat shock protein family (Hsp40) member C21%2C transcript variant X2
100690047	tacc1	transforming acidic coiled-coil containing protein 1%2C transcript variant X2
100690048	tespa1	thymocyte expressed%2C positive selection associated 1%2C transcript variant X2
100690049	plppr4	phospholipid phosphatase related 4
100690050	ctsd	cathepsin D
100690051	LOC100690051	formyl peptide receptor 2%2C transcript variant X2
100690052	aff3	AF4/FMR2 family member 3%2C transcript variant X2
100690053	LOC100690053	LIM/homeobox protein Lhx8%2C transcript variant X4
100690054	LOC100690054	phosphoglucomutase-1%2C transcript variant X3
100690056	mrps18c	mitochondrial ribosomal protein S18C
100690057	LOC100690057	V-type proton ATPase 116 kDa subunit a%2C transcript variant X2
100690058	LOC100690058	double C2-like domain-containing protein beta%2C transcript variant X1
100690059	timm17a	translocase of inner mitochondrial membrane 17 homolog A (yeast)%2C transcript variant X2
100690060	hacl1	2-hydroxyacyl-CoA lyase 1
100690061	slc6a1	solute carrier family 6 member 1
100690062	LOC100690062	CLIP-associating protein 1-A%2C transcript variant X20
100690063	nelfb	negative elongation factor complex member B
100690064	LOC100690064	steroid hormone receptor ERR2
100690065	LOC100690065	plexin-C1%2C transcript variant X1
100690066	LOC100690066	platelet-derived growth factor receptor-like protein%2C transcript variant X2
100690067	vapb	VAMP associated protein B and C
100690068	LOC100690068	DELTA-sagatoxin-Srs1a
100690069	LOC100690069	GTPase IMAP family member 7%2C transcript variant X1
100690070	ccnt1	cyclin T1%2C transcript variant X1
100690071	LOC100690071	inhibin beta A chain
100690072	parp4	poly(ADP-ribose) polymerase family member 4%2C transcript variant X4
100690073	LOC100690073	immunoglobulin superfamily DCC subclass member 3
100690074	LOC100690074	olfactory receptor 4D1-like
100690075	riok1	RIO kinase 1%2C transcript variant X3
100690076	LOC100690076	uncharacterized LOC100690076
100690077	LOC100690077	CCR4-NOT transcription complex subunit 2%2C transcript variant X3
100690079	LOC100690079	NAD(P)H dehydrogenase [quinone] 1%2C transcript variant X2
100690081	LOC100690081	extracellular calcium-sensing receptor-like
100690082	spg21	spastic paraplegia 21 (autosomal recessive%2C Mast syndrome)
100690083	mki67	marker of proliferation Ki-67%2C transcript variant X3
100690084	LOC100690084	taste receptor type 1 member 3-like
100690085	LOC100690085	calmodulin-binding transcription activator 2
100690086	gpr158	G protein-coupled receptor 158%2C transcript variant X3
100690087	ptprj	protein tyrosine phosphatase%2C receptor type J
100690088	LOC100690088	alpha-2-macroglobulin-like
100690089	LOC100690089	fibroblast growth factor 22
100690090	exoc1	exocyst complex component 1
100690091	LOC100690091	cytochrome P450 2J6
100690092	LOC100690092	synaptotagmin-7%2C transcript variant X1
100690093	gtf2a1	general transcription factor IIA subunit 1%2C transcript variant X1
100690095	LOC100690095	G protein-activated inward rectifier potassium channel 1
100690096	casc3	cancer susceptibility candidate 3
100690097	LOC100690097	nucleobindin-2
100690099	LOC100690099	myosin-10%2C transcript variant X3
100690100	kcnc1	potassium voltage-gated channel subfamily C member 1%2C transcript variant X1
100690101	LOC100690101	type-4 ice-structuring protein
100690102	lix1l	limb and CNS expressed 1 like
100690103	LOC100690103	allantoinase%2C mitochondrial
100690104	LOC100690104	ras-GEF domain-containing family member 1B-B%2C transcript variant X2
100690105	atp5e	ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C epsilon subunit
100690106	LOC100690106	potassium voltage-gated channel subfamily S member 3%2C transcript variant X1
100690107	runx3	runt related transcription factor 3%2C transcript variant X2
100690108	nfkbie	NFKB inhibitor epsilon
100690109	carm1	coactivator associated arginine methyltransferase 1%2C transcript variant X1
100690110	klf15	Kruppel like factor 15
100690111	LOC100690111	transmembrane protein 237B%2C transcript variant X1
100690112	LOC100690112	heat shock 70 kDa protein 4%2C transcript variant X2
100690113	LOC100690113	cyclin-dependent kinase 5 activator 1
100690114	uggt2	UDP-glucose glycoprotein glucosyltransferase 2%2C transcript variant X5
100690115	letm1	leucine zipper and EF-hand containing transmembrane protein 1%2C transcript variant X1
100690116	LOC100690116	solute carrier family 43 member 3%2C transcript variant X3
100690117	LOC100690117	MTSS1-like protein%2C transcript variant X2
100690118	LOC100690118	myosin regulatory light chain 2%2C ventricular/cardiac muscle isoform
100690119	LOC100690119	zinc finger protein 23
100690120	LOC100690120	glutamate receptor ionotropic%2C delta-1%2C transcript variant X2
100690121	rgcc	regulator of cell cycle
100690122	gpr6	G protein-coupled receptor 6
100690123	LOC100690123	7SK snRNA methylphosphate capping enzyme%2C transcript variant X2
100690125	LOC100690125	uncharacterized LOC100690125%2C transcript variant X1
100690126	LOC100690126	inward rectifier potassium channel 2
100690127	thbs3	thrombospondin 3%2C transcript variant X2
100690128	med16	mediator complex subunit 16%2C transcript variant X3
100690129	LOC100690129	putative claudin-24
100690130	dnajc6	DnaJ heat shock protein family (Hsp40) member C6%2C transcript variant X3
100690132	med22	mediator complex subunit 22%2C transcript variant X4
100690133	LOC100690133	glutamate receptor 4%2C transcript variant X3
100690134	LOC100690134	GTPase IMAP family member 7%2C transcript variant X3
100690135	LOC100690135	RNA-binding protein 12B-A
100690136	LOC100690136	zinc finger protein Aiolos%2C transcript variant X5
100690137	epn2	epsin 2%2C transcript variant X4
100690138	LOC100690138	CAP-Gly domain-containing linker protein 1%2C transcript variant X2
100690139	LOC100690139	olfactory receptor 52N5-like
100690140	LOC100690140	ankyrin repeat domain-containing protein 9
100690141	LOC100690141	protein-glutamine gamma-glutamyltransferase K
100690142	LOC100690142	erythrocyte band 7 integral membrane protein
100690143	wdr17	WD repeat domain 17%2C transcript variant X2
100690144	ska3	spindle and kinetochore associated complex subunit 3
100690145	LOC100690145	potassium channel subfamily K member 13
100690146	LOC100690146	uncharacterized LOC100690146%2C transcript variant X3
100690147	LOC100690147	lysozyme C
100690148	LOC100690148	PC-esterase domain-containing protein 1A
100690149	LOC100690149	sialic acid-binding Ig-like lectin 12
100690150	LOC100690150	vacuole membrane protein 1%2C transcript variant X4
100690151	pde8a	phosphodiesterase 8A%2C transcript variant X4
100690152	lss	lanosterol synthase (2%2C3-oxidosqualene-lanosterol cyclase)
100690153	dhcr7	7-dehydrocholesterol reductase%2C transcript variant X2
100690154	LOC100690154	zinc finger and SCAN domain-containing protein 21
100690155	kifc3	kinesin family member C3%2C transcript variant X2
100690157	LOC100690157	neurabin-1%2C transcript variant X4
100690158	LOC100690158	claudin domain-containing protein 1%2C transcript variant X1
100690159	supt3h	SPT3 homolog%2C SAGA and STAGA complex component%2C transcript variant X2
100690160	LOC100690160	uncharacterized LOC100690160
100690161	LOC100690161	C-Jun-amino-terminal kinase-interacting protein 4%2C transcript variant X4
100690162	frem1	FRAS1 related extracellular matrix 1%2C transcript variant X2
100690163	LOC100690163	MAGUK p55 subfamily member 2%2C transcript variant X2
100690165	cpsf3l	cleavage and polyadenylation specific factor 3-like
100690166	nop58	NOP58 ribonucleoprotein%2C transcript variant X1
100690167	LOC100690167	uncharacterized LOC100690167
100690169	LOC100690169	gamma-aminobutyric acid receptor-associated protein-like 2%2C transcript variant X1
100690170	LOC100690170	myosin light chain kinase%2C smooth muscle
100690171	usb1	U6 snRNA biogenesis phosphodiesterase 1
100690172	rabggta	Rab geranylgeranyltransferase alpha subunit
100690173	LOC100690173	glutamate receptor ionotropic%2C NMDA 1%2C transcript variant X3
100690174	LOC100690174	40S ribosomal protein S27
100690175	wdr81	WD repeat domain 81%2C transcript variant X3
100690176	LOC100690176	lysM and putative peptidoglycan-binding domain-containing protein 4%2C transcript variant X2
100690177	LOC100690177	dorsal root ganglia homeobox protein
100690178	LOC100690178	uncharacterized LOC100690178
100690179	rps25	ribosomal protein S25
100690180	LOC100690180	serotonin N-acetyltransferase
100690181	bola3	bolA family member 3
100690182	usp10	ubiquitin specific peptidase 10%2C transcript variant X1
100690183	foxp1	forkhead box P1%2C transcript variant X13
100690184	LOC100690184	uncharacterized LOC100690184%2C transcript variant X1
100690185	LOC100690185	olfactory receptor 10J5-like
100690186	LOC100690186	tumor necrosis factor receptor superfamily member 11A%2C transcript variant X1
100690187	ctnnb1	catenin beta 1%2C transcript variant X2
100690188	LOC100690188	hippocalcin-like protein 4%2C transcript variant X1
100690189	LOC100690189	granzyme K-like
100690190	trmt112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
100690191	timm8a	translocase of inner mitochondrial membrane 8 homolog A (yeast)
100690192	tmem255a	transmembrane protein 255A%2C transcript variant X4
100690193	znf654	zinc finger protein 654
100690194	LOC100690194	transmembrane protein 178B%2C transcript variant X1
100690195	atp6ap1	ATPase H+ transporting accessory protein 1
100690196	LOC100690196	pleckstrin homology-like domain family B member 2%2C transcript variant X4
100690197	LOC100690197	serine/threonine-protein kinase PAK 3%2C transcript variant X3
100690198	LOC100690198	clathrin interactor 1%2C transcript variant X1
100690199	LOC100690199	probable polypeptide N-acetylgalactosaminyltransferase 8
100690200	LOC100690200	purine nucleoside phosphorylase
100690201	ece1	endothelin converting enzyme 1%2C transcript variant X4
100690202	LOC100690202	interferon alpha-inducible protein 27-like protein 2A
100690203	eri1	exoribonuclease 1
100690204	mast2	microtubule associated serine/threonine kinase 2%2C transcript variant X10
100690205	nr5a2	nuclear receptor subfamily 5 group A member 2
100690206	LOC100690206	serine/threonine-protein kinase SBK1-like
100690207	LOC100690207	thymus-specific serine protease
100690208	LOC100690208	uncharacterized LOC100690208
100690209	eno2	enolase 2%2C transcript variant X4
100690210	gpr183	G protein-coupled receptor 183
100690211	LOC100690211	choline O-acetyltransferase
100690212	LOC100690212	protein NDRG1
100690213	zcchc7	zinc finger CCHC-type containing 7%2C transcript variant X1
100690214	LOC100690214	ovochymase-2
100690215	LOC100690215	uncharacterized LOC100690215
100690216	atad5	ATPase family%2C AAA domain containing 5
100690217	hs3st5	heparan sulfate-glucosamine 3-sulfotransferase 5%2C transcript variant X5
100690218	rnf144a	ring finger protein 144A%2C transcript variant X1
100690219	nat9	N-acetyltransferase 9 (putative)
100690220	pycrl	pyrroline-5-carboxylate reductase-like%2C transcript variant X2
100690221	LOC100690221	germ cell-specific gene 1-like protein
100690222	LOC100690222	trichohyalin
100690223	LOC100690223	leukotriene B4 receptor 1%2C transcript variant X1
100690224	cnot10	CCR4-NOT transcription complex subunit 10
100690225	LOC100690225	uncharacterized LOC100690225%2C transcript variant X2
100690226	LOC100690226	granzyme K%2C transcript variant X3
100690227	fam43a	family with sequence similarity 43 member A
100690228	LOC100690228	protocadherin-8
100690229	LOC100690229	ladderlectin
100690231	stk19	serine/threonine kinase 19%2C transcript variant X1
100690233	paqr5	progestin and adipoQ receptor family member 5
100690234	slc25a13	solute carrier family 25 member 13%2C transcript variant X3
100690235	LOC100690235	crystallin J1A%2C transcript variant X1
100690237	slc26a5	solute carrier family 26 member 5
100690238	papd5	poly(A) RNA polymerase D5%2C non-canonical
100690239	LOC100690239	uncharacterized LOC100690239
100690240	LOC100690240	chloride channel protein 2%2C transcript variant X1
100690242	LOC100690242	alanine aminotransferase 2-like%2C transcript variant X1
100690243	LOC100690243	neuronal pentraxin receptor
100690244	LOC100690244	interleukin-22 receptor subunit alpha-2
100690245	LOC100690245	E3 ubiquitin-protein ligase TRIM21-like
100690247	mrpl58	mitochondrial ribosomal protein L58
100690248	npdc1	neural proliferation%2C differentiation and control 1%2C transcript variant X2
100690250	LOC100690250	ras-related protein Rap-1A%2C transcript variant X2
100690251	LOC100690251	eotaxin
100690252	LOC100690252	protein FAM49B%2C transcript variant X1
100690253	nphp3	nephrocystin 3
100690255	LOC100690255	cytochrome P450 2K1-like%2C transcript variant X6
100690256	wdr5	WD repeat domain 5
100690257	ndor1	NADPH dependent diflavin oxidoreductase 1%2C transcript variant X2
100690258	LOC100690258	annexin A2-A
100690259	plekhg7	pleckstrin homology and RhoGEF domain containing G7%2C transcript variant X1
100690260	ccnc	cyclin C%2C transcript variant X1
100690261	ndfip2	Nedd4 family interacting protein 2
100690262	mkks	McKusick-Kaufman syndrome%2C transcript variant X1
100690263	LOC100690263	G1/S-specific cyclin-D2%2C transcript variant X2
100690264	minos1	mitochondrial inner membrane organizing system 1
100690265	mdm4	MDM4%2C p53 regulator%2C transcript variant X4
100690266	LOC100690266	C5a anaphylatoxin chemotactic receptor 1-like%2C transcript variant X1
100690267	mmp21	matrix metallopeptidase 21
100690268	LOC100690268	MAGUK p55 subfamily member 3%2C transcript variant X6
100690269	klhl11	kelch like family member 11
100690270	LOC100690270	claudin-4
100690271	lrrc4b	leucine rich repeat containing 4B
100690273	LOC100690273	ubiquitin carboxyl-terminal hydrolase 43
100690274	mras	muscle RAS oncogene homolog
100690275	sec24b	SEC24 homolog B%2C COPII coat complex component%2C transcript variant X1
100690276	pign	phosphatidylinositol glycan anchor biosynthesis class N%2C transcript variant X1
100690278	LOC100690278	endonuclease domain-containing 1 protein
100690279	slc27a4	solute carrier family 27 member 4%2C transcript variant X1
100690280	LOC100690280	janus kinase and microtubule-interacting protein 1%2C transcript variant X2
100690281	LOC100690281	uncharacterized LOC100690281%2C transcript variant X2
100690282	LOC100690282	E3 ubiquitin/ISG15 ligase TRIM25%2C transcript variant X3
100690283	LOC100690283	cornifelin-like
100690284	LOC100690284	eukaryotic translation initiation factor 4E-1A
100690285	elmod3	ELMO domain containing 3%2C transcript variant X3
100690286	rasa3	RAS p21 protein activator 3%2C transcript variant X1
100690287	LOC100690287	glutathione peroxidase 3
100690288	LOC100690288	proline-rich receptor-like protein kinase PERK13
100690289	LOC100690289	melanopsin-A
100690290	LOC100690290	T-lymphoma invasion and metastasis-inducing protein 2%2C transcript variant X1
100690291	LOC100690291	thyrotropin-releasing hormone receptor
100690292	vipr2	vasoactive intestinal peptide receptor 2%2C transcript variant X1
